manufacturer_processed,t_cap,t_hh,t_rd,t_rsa,rotor_weight,turbine_blade_weight
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
ge wind,1500.0,80.0,77.0,4656.63,29.608702,4.934784
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
other,1650.0,70.0,82.0,5281.02,33.189365,5.531561
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
goldwind,1500.0,85.0,82.0,5281.02,35.550182,5.9250307
other,1650.0,70.0,82.0,5281.02,33.189365,5.531561
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vestas,1650.0,80.0,82.0,5281.02,34.864525,5.8107543
vensys,1500.0,85.0,82.3,5319.73,35.274986,5.8791647
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
other,2000.0,100.0,90.0,6361.73,45.297836,7.5496397
repower,2050.0,80.0,92.0,6647.61,42.45403,7.0756717
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
