manufacturer_processed,t_cap,t_hh,t_rd,t_rsa,rotor_weight,turbine_blade_weight
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
repower,2050.0,78.5,92.5,6720.06,45.289455,7.5482426
other,2500.0,80.0,93.0,6792.91,54.195656,9.03261
other,2500.0,80.0,93.0,6792.91,54.195656,9.03261
other,2500.0,80.0,93.0,6792.91,54.195656,9.03261
other,2500.0,80.0,93.0,6792.91,54.195656,9.03261
other,2500.0,80.0,93.0,6792.91,54.195656,9.03261
other,2500.0,80.0,93.0,6792.91,54.195656,9.03261
other,2500.0,80.0,93.0,6792.91,54.195656,9.03261
other,2500.0,80.0,93.0,6792.91,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
other,2500.0,80.0,96.0,7238.23,54.195656,9.03261
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,100.0,7853.98,41.291153,6.881859
ge wind,1620.0,80.0,103.0,8332.29,41.90855,6.9847584
ge wind,1620.0,80.0,103.0,8332.29,41.90855,6.9847584
ge wind,1620.0,80.0,103.0,8332.29,41.90855,6.9847584
ge wind,1620.0,80.0,103.0,8332.29,41.90855,6.9847584
ge wind,1620.0,80.0,103.0,8332.29,41.90855,6.9847584
ge wind,1620.0,80.0,103.0,8332.29,41.90855,6.9847584
ge wind,1620.0,80.0,103.0,8332.29,41.90855,6.9847584
ge wind,1620.0,80.0,103.0,8332.29,41.90855,6.9847584
ge wind,1620.0,80.0,103.0,8332.29,41.90855,6.9847584
ge wind,1620.0,80.0,103.0,8332.29,41.90855,6.9847584
ge wind,1620.0,80.0,103.0,8332.29,41.90855,6.9847584
ge wind,1620.0,80.0,103.0,8332.29,41.90855,6.9847584
ge wind,1620.0,80.0,103.0,8332.29,41.90855,6.9847584
ge wind,1620.0,80.0,103.0,8332.29,41.90855,6.9847584
ge wind,1620.0,80.0,103.0,8332.29,41.90855,6.9847584
ge wind,1620.0,80.0,103.0,8332.29,41.90855,6.9847584
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2000.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,2200.0,95.0,110.0,9503.32,53.64457,8.940762
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
vestas,3075.0,94.0,112.0,9852.03,63.968414,10.661403
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
siemens gamesa renewable energy,2625.0,93.0,114.0,10207.03,63.09691,10.516151
siemens gamesa renewable energy,2625.0,93.0,114.0,10207.03,63.09691,10.516151
siemens gamesa renewable energy,2625.0,93.0,114.0,10207.03,63.09691,10.516151
siemens gamesa renewable energy,2625.0,93.0,114.0,10207.03,63.09691,10.516151
siemens gamesa renewable energy,2625.0,93.0,114.0,10207.03,63.09691,10.516151
siemens gamesa renewable energy,2625.0,93.0,114.0,10207.03,63.09691,10.516151
siemens gamesa renewable energy,2625.0,93.0,114.0,10207.03,63.09691,10.516151
siemens gamesa renewable energy,2625.0,93.0,114.0,10207.03,63.09691,10.516151
siemens gamesa renewable energy,2625.0,93.0,114.0,10207.03,63.09691,10.516151
siemens gamesa renewable energy,2625.0,93.0,114.0,10207.03,63.09691,10.516151
siemens gamesa renewable energy,2625.0,93.0,114.0,10207.03,63.09691,10.516151
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
siemens gamesa renewable energy,2625.0,93.0,114.0,10207.03,63.09691,10.516151
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
siemens gamesa renewable energy,2625.0,93.0,114.0,10207.03,63.09691,10.516151
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
other,2100.0,93.0,114.0,10207.03,57.308514,9.551419
siemens gamesa renewable energy,2625.0,93.0,114.0,10207.03,63.09691,10.516151
siemens gamesa renewable energy,2625.0,93.0,114.0,10207.03,63.09691,10.516151
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
ge wind,2500.0,80.0,116.0,10568.32,61.69039,10.281733
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
nordex,3675.0,91.0,117.0,10751.32,103.585075,17.26418
siemens gamesa renewable energy,4500.0,107.5,145.0,16513.0,125.50648,20.917747
siemens gamesa renewable energy,4500.0,107.5,145.0,16513.0,125.50648,20.917747
siemens gamesa renewable energy,4500.0,107.5,145.0,16513.0,125.50648,20.917747
siemens gamesa renewable energy,4500.0,107.5,145.0,16513.0,125.50648,20.917747
siemens gamesa renewable energy,4500.0,107.5,145.0,16513.0,125.50648,20.917747
siemens gamesa renewable energy,4500.0,107.5,145.0,16513.0,125.50648,20.917747
siemens gamesa renewable energy,4500.0,107.5,145.0,16513.0,125.50648,20.917747
siemens gamesa renewable energy,4500.0,107.5,145.0,16513.0,125.50648,20.917747
siemens gamesa renewable energy,4500.0,107.5,145.0,16513.0,125.50648,20.917747
siemens gamesa renewable energy,4500.0,107.5,145.0,16513.0,125.50648,20.917747
siemens gamesa renewable energy,4500.0,107.5,145.0,16513.0,125.50648,20.917747
siemens gamesa renewable energy,4500.0,107.5,145.0,16513.0,125.50648,20.917747
siemens gamesa renewable energy,4500.0,107.5,145.0,16513.0,125.50648,20.917747
siemens gamesa renewable energy,4500.0,107.5,145.0,16513.0,125.50648,20.917747
siemens gamesa renewable energy,4500.0,107.5,145.0,16513.0,125.50648,20.917747
other,100.0,,,,4.0142393,0.6690399
other,,,,,4.0142393,0.6690399
other,,,,,4.0142393,0.6690399
other,,,,,4.0142393,0.6690399
other,,,,,4.0142393,0.6690399
other,,,,,4.0142393,0.6690399
other,,,,,4.0142393,0.6690399
other,,,,,4.0142393,0.6690399
other,,,,,4.0142393,0.6690399
other,,,,,4.0142393,0.6690399
other,,,,,4.0142393,0.6690399
other,,,,,4.0142393,0.6690399
other,,,,,4.0142393,0.6690399
other,,,,,4.0142393,0.6690399
