Data Through Date,Eligibility,Project Name,Solicitation Name,Fixed REC Price,Index REC Strike Price,Renewable Technology,Generation Type,Type of Existing,Counterparty,Developer Name,Energy Storage Power Capacity  (MWAC),Installed Energy Storage Energy Capacity (MWhAC),NYISO Zone,Interconnection Queue Number,PTID,Permit Process,Article 10 or 94C Case Number,Second Article 10 or 94C Case Number,Article 7,Federal Permitting Mechanism,ZIP Code,County/Province,State/Province,REDC,Project Status,Year of Delivery Start Date,Contract Duration,New Renewable Capacity (MW),Bid Capacity (MW),Bid Quantity (MWh),Max Annual Contract Quantity (MWh),P10 Annual OREC Exceedance,Transmission Capacity (HVDC),Georeference
10/20/2022,Maintenance,Kayuta Lake Hydro _July 2021 Award,Tier 2 - Maintenance,,,Maintenance Hydroelectric,,,,,,,Mohawk Valley,,,,,,,,13338,Oneida,NY,Mohawk Valley,Under Development,2022,3,,0.46,1681,1681,,,POINT (-75.20483 43.44104)
10/20/2022,Maintenance,Long Falls - Ampersand,Tier 2 - Maintenance,,,Maintenance Hydroelectric,,,,,,,Mohawk Valley,,,,,,,,13619,Jefferson,NY,North Country,Under Development,,3,,0.33,,8006,,,POINT (-75.60618 43.98008)
10/20/2022,Maintenance,Lyons Falls Hydro,Tier 2 - Maintenance,,,Maintenance Hydroelectric,,,,,,,Mohawk Valley,,23570,,,,,,13368,Lewis,NY,North Country,Completed,2019,3,,8.59,42590,42590,,,POINT (-75.36537 43.61971)
10/20/2022,Non-Tier 1,"401 Fieldcrest Dr. Elmsford, NY 10523",2554,32.22,,Fuel Cell,,,,,,,Dunwoodie,,,,,,,,10523,Westchester,NY,Mid-Hudson,Operational,2015,10,0.8,0.76,6325,6325,,,POINT (-73.81937 41.05419)
10/20/2022,Non-Tier 1,Albany 1,1851,13.85,,Biogas - LFG,,,,,,,Capital,,323615,,,,,,12205,Albany,NY,Capital Region,Completed,2011,10,0.9,0.86,5625,5625,,,POINT (-73.80574 42.71547)
10/20/2022,Non-Tier 1,Albany 2,2226,14.95,,Biogas - LFG,,,,,,,Capital,,323615,,,,,,12205,Albany,NY,Capital Region,Completed,2012,10,3.2,3,22340,22340,,,POINT (-73.80574 42.71547)
10/20/2022,Non-Tier 1,Allens Falls,1037,8.50,,Hydroelectric,,,,,,,Mohawk Valley,,24042,,,,,,13676,St Lawrence,NY,North Country,Completed,2008,10,0.3,0.3,1523,1675,,,POINT (-74.98656 44.66987)
10/20/2022,Non-Tier 1,ATT Clean Energy Project - Rego Park,2554,29.95,,Fuel Cell,,,,,,,New York City,,,,,,,,11374,Queens,NY,New York City,Operational,2015,10,0.2,0.19,1264,1264,,,POINT (-73.86884 40.73194)
10/20/2022,Non-Tier 1,Black Brook,2226,25.00,,Hydroelectric,,,,,,,Mohawk Valley,,,,,,,,12912,Clinton,NY,North Country,Completed,2011,10,0.64,0.61,1900,1900,,,POINT (-73.67684 44.44009)
10/20/2022,Non-Tier 1,Black River,2389,33.00,,Biomass,,,,,,,Mohawk Valley,,23780,,,,,,13602,Jefferson,NY,North Country,Operational,2013,10,43.26,41.1,324045,324045,,,POINT (-75.76748 44.03764)
10/20/2022,Non-Tier 1,Browns Falls,1037,8.00,,Hydroelectric,,,,,,,Mohawk Valley,,24044,,,,,,13670,St Lawrence,NY,North Country,Completed,2008,10,0.4,0.4,1161,1277,,,POINT (-75.07083 44.18332)
10/20/2022,Non-Tier 1,Browns Falls*,916,1.60,,Hydroelectric,,,,,,,Mohawk Valley,,,,,,,,13670,St Lawrence,NY,North Country,Completed,2006,1,,,978,1125,,,POINT (-75.07083 44.18332)
10/20/2022,Non-Tier 1,Burt Dam Incremental Hydro,3257,10.00,,Hydroelectric,Existing,Upgrade,,,,,West,,,,,,,,14028,Niagara,NY,Western New York,Operational,2016,19,0.09,0.08,324,324,,,POINT (-78.71228 43.31645)
10/20/2022,Non-Tier 1,Chautauqua LFGE,2226,25.00,,Biogas - LFG,,,,,,,West,,323629,,,,,,14701,Chautauqua,NY,Western New York,Completed,2011,10,8,2.11,11209,11209,,,POINT (-79.2378 42.09605)
10/20/2022,Non-Tier 1,Clinton Co.,2389,24.99,,Biogas - LFG,,,,,,,North,,,,,,,,12962,Clinton,NY,North Country,Completed,2012,10,6.4,1.28,6275,6275,,,POINT (-73.56636 44.69294)
10/20/2022,Non-Tier 1,Colton,1037,8.25,,Hydroelectric,,,,,,,Mohawk Valley,,24057,,,,,,13625,St Lawrence,NY,North Country,Completed,2008,10,0.7,0.7,4410,4851,,,POINT (-74.94156 44.55449)
10/20/2022,Non-Tier 1,Community Refuse LFG,2389,14.98,,Biogas - LFG,,,,,,,,,,,,,,,17257,,PA,,Completed,2012,10,6.4,6.08,47402,47402,,,POINT (-77.51692 40.05194)
10/20/2022,Non-Tier 1,DANC,2226,26.00,,Biogas - LFG,,,,,,,Mohawk Valley,,,,,,,,13682,Jefferson,NY,North Country,Completed,2011,10,4.8,4,19178,19178,,,POINT (-75.94078 43.85022)
10/20/2022,Non-Tier 1,Eagle,1037,9.00,,Hydroelectric,,,,,,,Mohawk Valley,,10063,,,,,,13327,Lewis,NY,North Country,Completed,2008,10,0.5,0.5,2892,3181,,,POINT (-75.39118 43.89781)
10/20/2022,Non-Tier 1,East Norfolk,1037,9.97,,Hydroelectric,,,,,,,Mohawk Valley,,24057,,,,,,13667,St Lawrence,NY,North Country,Completed,2008,10,0.9,0.9,5643,6207.3,,,POINT (-74.98356 44.80086)
10/20/2022,Non-Tier 1,Effley,1168,9.99,,Hydroelectric,,,,,,,Mohawk Valley,,24048,,,,,,13327,Lewis,NY,North Country,Completed,2009,10,0.3,0.3,1399,1399,,,POINT (-75.39118 43.89781)
10/20/2022,Non-Tier 1,Hardscrabble,1681,15.50,,Land Based Wind,,,,,,,Mohawk Valley,,,,,,,,13416,Herkimer,NY,Mohawk Valley,Completed,2011,10,74,43.7,121508,121508,,,POINT (-75.01815 43.19067)
10/20/2022,Non-Tier 1,Hardscrabble Wind Energy Project,1851,21.50,,Land Based Wind,,,,,,,Mohawk Valley,,,,,,,,13416,Herkimer,NY,Mohawk Valley,Completed,2011,10,0,26.64,74141,74141,,,POINT (-75.01815 43.19067)
10/20/2022,Non-Tier 1,Henkel US Operations Corp - Geneva Facility,2554,24.00,,Land Based Wind,,,,,,,Central,,,,,,,,14456,Ontario,NY,Finger Lakes,Operational,2013,10,3.3,3.14,3847,3847,,,POINT (-76.98218 42.86642)
10/20/2022,Non-Tier 1,High Falls,1168,20.00,,Hydroelectric,,,,,,,,,,,,,,,J0X2L,,Qu�bec,,Completed,2009,10,14.7,14,26410,26410,,,
10/20/2022,Non-Tier 1,High Sheldon,1851,18.50,,Land Based Wind,,,,,,,West,,,,,,,,14145,Wyoming,NY,Finger Lakes,Completed,2012,10,112.5,106.9,228200,228200,,,POINT (-78.44801 42.70145)
10/20/2022,Non-Tier 1,Higley Falls,1037,9.95,,Hydroelectric,,,,,,,Mohawk Valley,,24057,,,,,,13625,St Lawrence,NY,North Country,Completed,2008,10,1.9,1.9,10589,11648,,,POINT (-74.94156 44.55449)
10/20/2022,Non-Tier 1,Higley Falls*,916,2.49,,Hydroelectric,,,,,,,Mohawk Valley,,24057,,,,,,13625,St Lawrence,NY,North Country,Completed,2006,1,,,8917,10255,,,POINT (-74.94156 44.55449)
10/20/2022,Non-Tier 1,Howard,2226,17.50,,Land Based Wind,,,,,,,Central,,323690,,,,,,14823,Steuben,NY,Southern Tier,Completed,2012,10,51.25,46.13,115184,115184,,,POINT (-77.60504 42.27)
10/20/2022,Non-Tier 1,Howard (Expansion),2389,28.50,,Land Based Wind,,,,,,,Central,,323690,,,,,,14823,Steuben,NY,Southern Tier,Operational,2013,10,4.1,3.9,9849,9849,,,POINT (-77.60504 42.27)
10/20/2022,Non-Tier 1,Howard*,2554,37.00,,Land Based Wind,,,,,,,Central,,323690,,,,,,14823,Steuben,NY,Southern Tier,Operational,2013,10,,2.55,6359,6359,,,POINT (-77.60504 42.27)
10/20/2022,Non-Tier 1,Hyland LFGE,2226,20.49,,Biogas - LFG,,,,,,,Genesee,,,,,,,,14709,Allegany,NY,Western New York,Completed,2011,10,4.8,2.2,15396,15396,,,POINT (-78.02061 42.30738)
10/20/2022,Non-Tier 1,Locust Ridge,2389,16.98,,Land Based Wind,,,,,,,Central,,PJM,,,,,,19087,Steuben,PA,Southern Tier,Completed,2012,10,26,24.7,54093,54093,,,POINT (-75.39125 40.0455)
10/20/2022,Non-Tier 1,Marble River,2226,20.44,,Land Based Wind,,,,,,,North,,323696,,,,,,12923,Clinton,NY,North Country,Operational,2012,10,215.25,204.49,581510,581510,,,POINT (-73.9322 44.95524)
10/20/2022,Non-Tier 1,Marsh Hill,2554,36.95,,Land Based Wind,,,,,,,Central,,323713,,,,,,14855,Steuben,NY,Southern Tier,Operational,2014,10,16.2,15.39,52526,52526,,,POINT (-77.50328 42.12147)
10/20/2022,Non-Tier 1,Mechanicville,1851,17.50,,Hydroelectric,,,,,,,Capital,,,,,,,,12118,Saratoga,NY,Capital Region,Completed,2011,10,4.5,4.28,19000,19000,,,POINT (-73.68506 42.90448)
10/20/2022,Non-Tier 1,Mill Street Dam,2389,20.25,,Hydroelectric,,,,,,,Central,,,,,,,,13021,Cayuga,NY,Central New York,Operational,2014,10,0.22,0.23,986,986,,,
10/20/2022,Non-Tier 1,Norfolk,1037,9.96,,Hydroelectric,,,,,,,Mohawk Valley,,24057,,,,,,13667,St Lawrence,NY,North Country,Completed,2008,10,1.5,1.5,6822,7504,,,POINT (-74.98356 44.80086)
10/20/2022,Non-Tier 1,Norwood,1037,9.99,,Hydroelectric,,,,,,,Mohawk Valley,,24057,,,,,,13668,St Lawrence,NY,North Country,Completed,2008,10,0.5,0.5,4207,4628,,,POINT (-74.99419 44.75155)
10/20/2022,Non-Tier 1,Ontario,2226,26.00,,Biogas - LFG,,,,,,,Central,,,,,,,,14561,Ontario,NY,Finger Lakes,Completed,2011,10,6.4,3,17232,17232,,,POINT (-77.09743 42.82485)
10/20/2022,Non-Tier 1,Orangeville,2226,20.89,,Land Based Wind,,,,,,,Central,,323706,,,,,,14569,Wyoming,NY,Finger Lakes,Operational,2014,10,92.8,88.16,279103,279103,,,POINT (-78.1332 42.74022)
10/20/2022,Non-Tier 1,Oswego Falls,1037,8.75,,Hydroelectric,,,,,,,Central,,24041,,,,,,13069,Oswego,NY,Central New York,Completed,2008,10,0.6,0.6,2688,2957,,,POINT (-76.41527 43.32201)
10/20/2022,Non-Tier 1,Piercefield,1168,9.98,,Hydroelectric,,,,,,,North,,24042,,,,,,12922,St Lawrence,NY,North Country,Completed,2009,10,0.1,0.1,385,385,,,POINT (-74.66915 44.28576)
10/20/2022,Non-Tier 1,Prattsburgh,1168,16.50,,Land Based Wind,,,,,,,Central,,,,,,,,14873,Steuben,NY,Southern Tier,Cancelled,,10,54,16.2,40500,40500,,,POINT (-77.28905 42.52343)
10/20/2022,Non-Tier 1,Raymondville,1037,9.98,,Hydroelectric,,,,,,,Mohawk Valley,,24057,,,,,,13667,St Lawrence,NY,North Country,Completed,2008,10,0.7,0.7,3291,3620,,,POINT (-74.98356 44.80086)
10/20/2022,Non-Tier 1,Rio,2554,25.00,,Hydroelectric,,,,,,,Hudson Valley,,,,,,,,12737,Sullivan,NY,Mid-Hudson,Completed,2014,10,0.8,0.76,4199,4199,,,POINT (-74.80665 41.49108)
10/20/2022,Non-Tier 1,School Street,1681,9.49,,Hydroelectric,,,,,,,Capital,,24059,,,,,,12047,Albany,NY,Capital Region,Completed,2011,10,5.2,4.9,21885,21885,,,POINT (-73.70009 42.77465)
10/20/2022,Non-Tier 1,Seneca,2226,26.00,,Biogas - LFG,,,,,,,Central,,,,,,,,13165,Seneca,NY,Finger Lakes,Completed,2011,10,12.8,5.85,46664,46664,,,POINT (-76.8627 42.89895)
10/20/2022,Non-Tier 1,Sherman Island,1168,13.99,,Hydroelectric,,,,,,,Capital,,,,,,,,12804,Warren,NY,Capital Region,Completed,2009,10,4.7,4.5,19292,19292,,,POINT (-73.67843 43.33318)
10/20/2022,Non-Tier 1,Spier Falls,916,2.74,,Hydroelectric,,,,,,,Capital,,24058,,,,,,12822,Saratoga,NY,Capital Region,Completed,2006,10,0.8,,3115,3582,,,POINT (-73.83128 43.24434)
10/20/2022,Non-Tier 1,Steel Winds II,1851,20.00,,Land Based Wind,,,,,,,West,,323693,,,,,,14218,Erie,NY,Western New York,Completed,2012,10,15,14,37430,37430,,,POINT (-78.82774 42.81977)
10/20/2022,Non-Tier 1,Stewarts Bridge,2226,19.75,,Hydroelectric,,,,,,,Capital,,24058,,,,,,12822,Saratoga,NY,Capital Region,Operational,2013,10,2.6,2.49,10491,10491,,,POINT (-73.83128 43.24434)
10/20/2022,Non-Tier 1,Stewarts Bridge Hydro (Upgrade),1681,9.24,,Hydroelectric,,,,,,,Capital,,24058,,,,,,12822,Saratoga,NY,Capital Region,Completed,2011,10,2.9,2.76,11609,11609,,,POINT (-73.83128 43.24434)
10/20/2022,Non-Tier 1,Stop and Shop Clean Energy Project - Mt. Vernon,2554,30.00,,Fuel Cell,,,,,,,Dunwoodie,,,,,,,,10550,Westchester,NY,Mid-Hudson,Operational,2015,10,0.26,0.25,2112,2112,,,POINT (-73.83827 40.91245)
10/20/2022,Non-Tier 1,Stuyvesant Falls,1851,19.50,,Hydroelectric,,,,,,,Capital,,,,,,,,12173,Columbia,NY,Capital Region,Completed,2013,10,6,5.7,11677,11677,,,POINT (-73.78433 42.3879)
10/20/2022,Non-Tier 1,Taylorville Hydro,1851,14.62,,Hydroelectric,,,,,,,Mohawk Valley,,24048,,,,,,13327,Lewis,NY,North Country,Completed,2011,10,0.1,0.1,684,684,,,POINT (-75.39118 43.89781)
10/20/2022,Non-Tier 1,Wappingers Falls,1851,20.00,,Hydroelectric,,,,,,,Hudson Valley,,,,,,,,12590,Dutchess,NY,Mid-Hudson,Completed,2011,10,0.12,0.11,474,474,,,POINT (-73.91438 41.59714)
10/20/2022,Tier 1,Arkwright Summit,2985,21.75,,Land Based Wind,New,,Arkwright Summit Wind Farm LLC,EDF Renewables Development,,,West,,323751,,,,,,14063,Chautauqua,NY,Western New York,Operational,2020,20,78.4,75.58,229873,229873,,,POINT (-79.33186 42.44029)
10/20/2022,Tier 1,Belfort Unit 3,3257,14.84,,Hydroelectric,Existing,Upgrade,Erie Boulelvard Hydropower LP,Brookfield Renewable,,,Mohawk Valley,,24048,,,,,,13327,Lewis,NY,North Country,Operational,2016,19,0.36,0.34,1975,1975,,,POINT (-75.39118 43.89781)
10/20/2022,Tier 1,Branscomb Solar,RESRFP17-1,,78,Solar,New,,"Branscomb Solar, LLC",MN8 Energy,,,Capital,731,323811,SEQR,,,,,12834,Washington,NY,Capital Region,Operational,2022,20,20,19.99,33271,39925,,,POINT (-73.49696 43.08752)
10/20/2022,Tier 1,Buffalo BioEnergy,2554,30.00,,Biogas - ADG,New,,Sustainable BioPower LLC,Quasar Energy Group,,,West,,,,,,,,14224,Erie,NY,Western New York,Operational,2017,10,1.24,1.24,4750,4750,,,POINT (-78.76835 42.83785)
10/20/2022,Tier 1,Canisteo Wind & Storage,RESRFP18-1,,,Land Based Wind,New,,,Invenergy,,,Central,,,,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=16-F-0205,,,,14855,Steuben,NY,Southern Tier,Cancelled,,20,290,290,894221,1073065,,,POINT (-77.50328 42.12147)
10/20/2022,Tier 1,Chasm Falls,RESRFP20-1,,55.75,Hydroelectric,Existing,Return to Service,Ampersand Chasm Falls Hydro LLC,Ampersand Hydro,,,North,,5016,SEQR,,,,,12920,Franklin,NY,North Country,Under Development,2022,20,1.6,1.6,5999,7199,,,POINT (-74.08016 44.92649)
10/20/2022,Tier 1,Cohocton Wind Project,RESRFP19-1,18.50,,Land Based Wind,Existing,Upgrade,"Canandaigua Power Partners, LLC",Brookfield Renewable,,,Central,,323617,SEQR,,,,,14826,Steuben,NY,Southern Tier,Operational,2022,20,37.09,35.75,97083,116499,,,POINT (-77.51062 42.50697)
10/20/2022,Tier 1,Double Lock Solar,RESRFP17-1,25.50,,Solar,New,,"Double Lock Solar, LLC",Cypress Creek Renewables,,,Capital,,,,,,,,13339,Herkimer,NY,Mohawk Valley,Cancelled,,20,19.99,19.39,32103,38523,,,POINT (-74.62332 42.93068)
10/20/2022,Tier 1,Fulton Unit 1,3257,15.08,,Hydroelectric,Existing,Upgrade,Erie Boulevard Hydropower LP,Brookfield Renewable,,,Central,,24041,,,,,,13069,Oswego,NY,Central New York,Operational,2018,20,0.87,0.87,6968,6968,,,POINT (-76.41527 43.32201)
10/20/2022,Tier 1,Fulton Unit 2,3084,14.55,,Hydroelectric,New,,Erie Boulevard Hydropower LP,Brookfield Renewable,,,Central,,24041,,,,,,13069,Oswego,NY,Central New York,Operational,2018,20,0.45,0.45,3819,3819,,,POINT (-76.41527 43.32201)
10/20/2022,Tier 1,Glen Park,3257,15.00,,Hydroelectric,Existing,Upgrade,"Black River Hydroelectric, LLC",Cube Hydro,,,Mohawk Valley,,23778,,,,,,13601,Jefferson,NY,North Country,Operational,2016,20,7.18,6.82,32166,32166,,,POINT (-75.91428 43.97586)
10/20/2022,Tier 1,Jericho Rise,2985,24.50,,Land Based Wind,New,,"Jericho Rise Wind Farm, LLC",EDF Renewables Development,,,North,,323719,,,,,,12920,Franklin,NY,North Country,Operational,2019,20,77.7,73.81,206272,206272,,,POINT (-74.08016 44.92649)
10/20/2022,Tier 1,Lyons Falls Mill Hydro,3084,22.50,,Hydroelectric,,,,,,,Mohawk Valley,,,,,,,,13368,Lewis,NY,North Country,Cancelled,,20,5.51,5.23,27409,27409,,,POINT (-75.36537 43.61971)
10/20/2022,Tier 1,Lyons Falls Mill Redevelopment,RESRFP17-1,17.90,,Hydroelectric,Existing,Upgrade,"Northbrook Lyons Falls, LLC",Kruger Energy,,,Mohawk Valley,,,,,,,,13368,Lewis,NY,North Country,Cancelled,,20,3.28,3.28,20062,24074,,,POINT (-75.36537 43.61971)
10/20/2022,Tier 1,Morgan Stanley Headquarters,3084,20.00,,Fuel Cell,New,,"MS Financing, LLC",Morgan Stanley,,,New York City,,,,,,,,10036,New York,NY,New York City,Operational,2016,20,0.79,0.75,6324,6324,,,POINT (-73.98464 40.7591)
10/20/2022,Tier 1,North Division Street Dam Hydroelectric Facility,3257,22.50,,Hydroelectric,Existing,Upgrade,City of Auburn,City of Auburn,,,Mohawk Valley,,5015,,,,,,13021,Cayuga,NY,Central New York,Operational,2018,20,0.58,0.55,1959,1959,,,
10/20/2022,Tier 1,Regen DG Project,3257,6.40,,Fuel Cell,New,,Bloom Energy Corp,Bloom Energy Corp,,,Dunwoodie,,,,,,,,10591,Westchester,NY,Mid-Hudson,Operational,2018,20,1.05,1,8432,8432,,,POINT (-73.85865 41.08007)
10/20/2022,Tier 1,Roaring Brook Wind,RESRFP18-1,,66.37,Land Based Wind,New,,PPM Roaring Brook LLC,Avangrid Renewables,,,Mohawk Valley,546,323790,SEQR,,,,,13367,Lewis,NY,North Country,Operational,2021,20,79.73,77.7,229329,275194,,,POINT (-75.49047 43.78695)
10/20/2022,Tier 1,Steel Winds Wind Farm,RESRFP19-1,18.50,,Land Based Wind,Existing,Upgrade,"Niagara Wind Power, LLC",Brookfield Renewable,,,West,,323596,SEQR,,,,,14218,Erie,NY,Western New York,Operational,2022,20,4.78,4.78,14362,17234,,,POINT (-78.82774 42.81977)
10/20/2022,Tier 1,Steel Winds Wind Farm 2,RESRFP19-1,18.50,,Land Based Wind,Existing,Upgrade,"Erie Wind, LLC",Brookfield Renewable,,,West,,323693,SEQR,,,,,14218,Erie,NY,Western New York,Operational,2021,20,2.57,2.57,7707,9248,,,POINT (-78.82774 42.81977)
10/20/2022,Tier 1,Sunny Knoll Solar,RESRFP17-1,27.00,,Solar,New,,,,,,Capital,,,,,,,,12157,Schoharie,NY,Mohawk Valley,Cancelled,,20,19.99,19.39,32613,39135,,,POINT (-74.31147 42.6644)
10/20/2022,Tier 1,Swinging Bridge,3257,25.00,,Hydroelectric,Existing,Upgrade,"Eagle Creek Hydro Power, LLC",Eagle Creek Hydro Power,,,Hudson Valley,696,23641,SEQR,,,,,12737,Sullivan,NY,Mid-Hudson,Operational,2020,20,2.18,2.07,4794,4794,,,POINT (-74.80665 41.49108)
10/20/2022,Tier 1,Tannery Island - Tannery Island Hydro,3257,9.50,,Hydroelectric,Existing,Upgrade,Ampersand Tannery Island Hydro LLC,Ampersand Energy Partners,,,Mohawk Valley,,23633,,,,,,13619,Jefferson,NY,North Country,Operational,2016,20,0.17,0.16,827,827,,,POINT (-75.60618 43.98008)
10/20/2022,Maintenance,Boralex Chateaugay,RPS Maintenance,,,Maintenance Biomass,,,,,,,North,,,,,,,,12920,Franklin,NY,North Country,Completed,2006,10,,21,128000,128000,,,POINT (-74.08016 44.92649)
10/20/2022,Maintenance,Lyonsdale,RPS Maintenance,,,Maintenance Biomass,,,,,,,Mohawk Valley,,,,,,,,13368,Lewis,NY,North Country,Completed,2008,7,,,,,,,POINT (-75.36537 43.61971)
10/20/2022,Maintenance,Lyonsdale Biomass,RPS Maintenance,,,Maintenance Biomass,,,,,,,Mohawk Valley,,,,,,,,13368,Lewis,NY,North Country,Completed,2015,3,,22,131238,131238,,,POINT (-75.36537 43.61971)
10/20/2022,Non-Tier 1,AES Greenidge,1168,19.25,,Biomass,,,,,,,Central,,,,,,,,14441,Yates,NY,Finger Lakes,Completed,2009,3,4,,28500,28500,,,POINT (-76.9555 42.68081)
10/20/2022,Non-Tier 1,ATT Clean Energy Project - 400 Hamilton A,2554,29.95,,Fuel Cell,,,,,,,Dunwoodie,,,,,,,,10601,Westchester,NY,Mid-Hudson,Cancelled,,10,0.5,0.5,4216,4216,,,POINT (-73.76344 41.03379)
10/20/2022,Non-Tier 1,ATT Clean Energy Project - 400 Hamilton B,2554,29.95,,Fuel Cell,,,,,,,Dunwoodie,,,,,,,,10601,Westchester,NY,Mid-Hudson,Cancelled,,10,1,1.05,8432,8432,,,POINT (-73.76344 41.03379)
10/20/2022,Non-Tier 1,Bellmont,1037,17.75,,Land Based Wind,,,,,,,North,,,,,,,,12969,Franklin,NY,North Country,Cancelled,,10,21,19.95,57671,63438,,,POINT (-74.17381 44.7338)
10/20/2022,Non-Tier 1,Modern,2226,26.00,,Biogas - LFG,,,,,,,West,,,,,,,,14174,Niagara,NY,Western New York,Completed,2011,10,6.4,,20306,20306,,,POINT (-79.04796 43.2504)
10/20/2022,Non-Tier 1,Niagara Generating Facility*,1037,11.99,,Biomass,,,,,,,West,,,,,,,,14304,Niagara,NY,Western New York,Completed,2008,10,26,26,180500,189525,,,POINT (-78.96669 43.08191)
10/20/2022,Non-Tier 1,Prattsburgh Windfarm,1037,16.94,,Land Based Wind,,,,,,,Central,,,,,,,,14873,Steuben,NY,Southern Tier,Cancelled,,10,55.5,5.55,14245,15670,,,POINT (-77.28905 42.52343)
10/20/2022,Non-Tier 1,Wave Hydro,2226,22.00,,Hydroelectric,,,,,,,Central,,,,,,,,13027,Onondaga,NY,Central New York,Cancelled,2011,10,0.95,0.33,900,900,,,POINT (-76.33276 43.15867)
10/20/2022,Tier 1,NYC Biogas,3084,25.00,,Biogas - ADG,,,,,,,New York City,,,,,,,,10307,Richmond,NY,New York City,Cancelled,,20,9.6,9.12,9.6,71902,,,POINT (-74.24321 40.5091)
